offset,n,mean_lift_pct,ci_low_pct,ci_high_pct
-4,140,0.4812696744977307,-4.600733890869025,5.833996079690684
-3,255,-0.4052416866209607,-4.135129769783363,3.469768014914343
-2,309,1.091495411253951,-2.5348465268484,4.852761015748142
-1,447,0.9531743743473875,-1.5271521640401242,3.4959751873418377
0,692,10.751501857566502,8.360650651630142,13.195104403168646
1,457,4.690033204672606,1.7531445248201827,7.7116889465959515
2,156,-0.6491035964219849,-5.10827374598054,4.019612729686117
3,61,-0.3106328122387647,-8.209199895288277,8.267603277881875
4,33,-6.871980393447608,-16.417922754044845,3.764207849453949
