offset,n,mean_lift_pct,ci_low_pct,ci_high_pct
-4,116,0.9374509067395564,-4.638270290498303,6.8391798951954685
-3,205,-1.476275924510051,-5.687273636580037,2.9227399099788443
-2,247,-0.6946228367673557,-4.6591032770034735,3.434709264206548
-1,369,-0.21192457599233938,-2.9790441019298175,2.634115533647363
0,577,9.528804917647626,6.942274920151648,12.17789331342849
1,384,3.698052014767894,0.5086382822634183,6.9886745600763245
2,122,-1.7572365467940054,-6.90441444730181,3.674524561200898
3,49,-3.137590652347211,-11.830723403936593,6.412649699012696
4,27,-7.137970159883578,-18.35764074700734,5.623559447917081
