date_key,team_id,away_team_id,attendance,games_that_date,day_night,day_of_week,day_of_week_num,month_name,month_num,week_of_season,is_weekend,is_holiday,holiday,homestand_id,homestand_game_index,homestand_length,days_since_last_home_date,home_win_pct,away_win_pct,weather_group,weather_condition,temp_f,wind_mph,is_wet,has_giveaway,giveaway_count,giveaway_item,homestand_has_giveaway,games_from_giveaway,analysis_eligible,predicted_attendance,residual,vs_expected,vs_expected_pct,giveaway_label,temp_band,temp_band_num,control_status,control_status_order,offset_label
20260331,342,2310,5735.0,1,night,Tuesday,1,March,3,1,0,0,,342-1,1,6,,0.25,0.5,Cloudy,Overcast,73.0,11,0,1,1,"Isotopes Scarves, first 2000 fans",1,0.0,1,7234.0,-0.2323,-1499.0,-20.73,Giveaway,65-75F,2,Giveaway,0,Giveaway
20260401,342,2310,6203.0,1,night,Wednesday,2,April,4,1,0,0,,342-1,2,6,1.0,0.2,0.6,Cloudy,Partly Cloudy,61.0,18,0,0,0,,1,1.0,1,5525.0,0.1157,678.0,12.27,No giveaway,55-65F,1,Adjacent to a giveaway,1,+1 games
20260402,342,2310,3378.0,1,day,Thursday,3,April,4,1,0,0,,342-1,3,6,1.0,0.333,0.5,Clear,Sunny,65.0,8,0,0,0,,1,-1.0,1,7138.0,-0.7481,-3760.0,-52.68,No giveaway,55-65F,1,Adjacent to a giveaway,1,-1 games
20260403,342,2310,3653.0,1,night,Friday,4,April,4,2,1,0,,342-1,4,6,1.0,0.286,0.571,Clear,Clear,60.0,8,0,1,1,"Magnet Schedules, first 3000 fans",1,0.0,1,8305.0,-0.8213,-4652.0,-56.01,Giveaway,55-65F,1,Giveaway,0,Giveaway
20260404,342,2310,6455.0,1,night,Saturday,5,April,4,2,1,0,,342-1,5,6,1.0,0.375,0.5,Clear,Clear,67.0,2,0,1,1,"Adult Mariachis Jersey Hoodie, first 3000 fans 16 and older",1,0.0,1,8402.0,-0.2637,-1947.0,-23.18,Giveaway,65-75F,2,Giveaway,0,Giveaway
20260405,342,2310,4058.0,1,day,Sunday,6,April,4,2,1,0,,342-1,6,6,1.0,0.333,0.556,Clear,Sunny,69.0,8,0,0,0,,1,1.0,1,7005.0,-0.5459,-2947.0,-42.07,No giveaway,65-75F,2,Adjacent to a giveaway,1,+1 games
20260414,342,238,6224.0,1,night,Tuesday,1,April,4,3,0,0,,342-2,1,6,9.0,0.5,0.562,Cloudy,Partly Cloudy,67.0,18,0,0,0,,1,-3.0,1,5691.0,0.0895,533.0,9.36,No giveaway,65-75F,2,Adjacent to a giveaway,1,3+ away
20260415,342,238,7663.0,1,night,Wednesday,2,April,4,3,0,0,,342-2,2,6,1.0,0.529,0.529,Clear,Clear,69.0,11,0,0,0,,1,-2.0,1,5700.0,0.296,1963.0,34.45,No giveaway,65-75F,2,Adjacent to a giveaway,1,-2 games
20260416,342,238,3343.0,1,day,Thursday,3,April,4,3,0,0,,342-2,3,6,1.0,0.556,0.5,Clear,Sunny,69.0,11,0,0,0,,1,-1.0,1,7063.0,-0.7479,-3720.0,-52.67,No giveaway,65-75F,2,Adjacent to a giveaway,1,-1 games
20260417,342,238,4850.0,1,night,Friday,4,April,4,4,1,0,,342-2,4,6,1.0,0.526,0.526,Clear,Clear,62.0,18,0,1,1,"Orbit Socks, first 2000 fans",1,0.0,1,8294.0,-0.5365,-3444.0,-41.52,Giveaway,55-65F,1,Giveaway,0,Giveaway
20260418,342,238,5545.0,1,night,Saturday,5,April,4,4,1,0,,342-2,5,6,1.0,0.55,0.5,Cloudy,Partly Cloudy,68.0,3,0,0,0,,1,1.0,1,8226.0,-0.3944,-2681.0,-32.59,No giveaway,65-75F,2,Adjacent to a giveaway,1,+1 games
20260419,342,238,8033.0,1,day,Sunday,6,April,4,4,1,0,,342-2,6,6,1.0,0.571,0.476,Clear,Sunny,70.0,7,0,0,0,,1,2.0,1,6955.0,0.1441,1078.0,15.5,No giveaway,65-75F,2,Adjacent to a giveaway,1,+2 games
20260428,342,4904,8611.0,1,night,Tuesday,1,April,4,5,0,0,,342-3,1,6,9.0,0.536,0.464,Cloudy,Partly Cloudy,78.0,16,0,0,0,,1,-5.0,1,5937.0,0.3718,2674.0,45.04,No giveaway,75-85F,3,Adjacent to a giveaway,1,3+ away
20260429,342,4904,6409.0,1,night,Wednesday,2,April,4,5,0,0,,342-3,2,6,1.0,0.517,0.483,Clear,Clear,78.0,8,0,0,0,,1,-4.0,1,5833.0,0.0941,576.0,9.87,No giveaway,75-85F,3,Adjacent to a giveaway,1,3+ away
20260430,342,4904,6509.0,1,day,Thursday,3,April,4,5,0,0,,342-3,3,6,1.0,0.5,0.5,Cloudy,Partly Cloudy,68.0,4,0,0,0,,1,-3.0,1,7090.0,-0.0854,-581.0,-8.19,No giveaway,65-75F,2,Adjacent to a giveaway,1,3+ away
20260501,342,4904,8298.0,1,night,Friday,4,May,5,6,1,0,,342-3,4,6,1.0,0.516,0.484,Cloudy,Cloudy,56.0,12,0,0,0,,1,-2.0,1,10383.0,-0.2241,-2085.0,-20.08,No giveaway,55-65F,1,Adjacent to a giveaway,1,-2 games
20260502,342,4904,8667.0,1,night,Saturday,5,May,5,6,1,0,,342-3,5,6,1.0,0.531,0.469,Cloudy,Cloudy,68.0,4,0,0,0,,1,-1.0,1,11043.0,-0.2423,-2376.0,-21.52,No giveaway,65-75F,2,Adjacent to a giveaway,1,-1 games
20260503,342,4904,6132.0,1,day,Sunday,6,May,5,6,1,0,,342-3,6,6,1.0,0.545,0.455,Cloudy,Partly Cloudy,69.0,7,0,1,1,"Adult Mariachis Jersey, first 3000 fans 16 and older",1,0.0,1,9283.0,-0.4146,-3151.0,-33.94,Giveaway,65-75F,2,Giveaway,0,Giveaway
20260512,342,238,7976.0,1,night,Tuesday,1,May,5,7,0,0,,342-4,1,6,9.0,0.6,0.513,Clear,Clear,92.0,9,0,0,0,,0,,1,6838.0,0.1539,1138.0,16.64,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260513,342,238,8196.0,1,night,Wednesday,2,May,5,7,0,0,,342-4,2,6,1.0,0.61,0.5,Cloudy,Overcast,85.0,19,0,0,0,,0,,1,7295.0,0.1164,901.0,12.35,No giveaway,75-85F,3,Clean control,2,No giveaway in homestand
20260514,342,238,6896.0,1,day,Thursday,3,May,5,7,0,0,,342-4,3,6,1.0,0.595,0.512,Clear,Sunny,80.0,4,0,0,0,,0,,1,9263.0,-0.2951,-2367.0,-25.55,No giveaway,75-85F,3,Clean control,2,No giveaway in homestand
20260515,342,238,7911.0,1,night,Friday,4,May,5,8,1,0,,342-4,4,6,1.0,0.581,0.524,Cloudy,Partly Cloudy,88.0,4,0,0,0,,0,,1,10784.0,-0.3098,-2873.0,-26.64,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260516,342,238,12053.0,1,night,Saturday,5,May,5,8,1,0,,342-4,5,6,1.0,0.568,0.535,Clear,Clear,87.0,15,0,0,0,,0,,1,10276.0,0.1595,1777.0,17.3,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260517,342,238,8783.0,1,day,Sunday,6,May,5,8,1,0,,342-4,6,6,1.0,0.556,0.545,Clear,Sunny,80.0,14,0,0,0,,0,,1,9000.0,-0.0244,-217.0,-2.41,No giveaway,75-85F,3,Clean control,2,No giveaway in homestand
20260526,342,4904,6704.0,1,night,Tuesday,1,May,5,9,0,0,,342-5,1,6,9.0,0.558,0.442,Cloudy,Overcast,60.0,8,0,0,0,,1,-4.0,1,7319.0,-0.0877,-615.0,-8.4,No giveaway,55-65F,1,Adjacent to a giveaway,1,3+ away
20260527,342,4904,7762.0,1,night,Wednesday,2,May,5,9,0,0,,342-5,2,6,1.0,0.547,0.453,Clear,Clear,83.0,4,0,0,0,,1,-3.0,1,7588.0,0.0227,174.0,2.29,No giveaway,75-85F,3,Adjacent to a giveaway,1,3+ away
20260528,342,4904,3614.0,1,day,Thursday,3,May,5,9,0,0,,342-5,3,6,1.0,0.556,0.444,Cloudy,Partly Cloudy,79.0,4,0,0,0,,1,-2.0,1,9559.0,-0.9727,-5945.0,-62.19,No giveaway,75-85F,3,Adjacent to a giveaway,1,-2 games
20260529,342,4904,8301.0,1,night,Friday,4,May,5,10,1,0,,342-5,4,6,1.0,0.564,0.436,Cloudy,Partly Cloudy,85.0,16,0,0,0,,1,-1.0,1,11435.0,-0.3203,-3134.0,-27.41,No giveaway,75-85F,3,Adjacent to a giveaway,1,-1 games
20260530,342,4904,7747.0,1,night,Saturday,5,May,5,10,1,0,,342-5,5,6,1.0,0.554,0.446,Clear,Clear,83.0,8,0,1,1,"Trucker Hats, first 2000 fans",1,0.0,1,10946.0,-0.3457,-3199.0,-29.23,Giveaway,75-85F,3,Giveaway,0,Giveaway
20260531,342,4904,4701.0,1,day,Sunday,6,May,5,10,1,0,,342-5,6,6,1.0,0.561,0.439,Clear,Sunny,84.0,4,0,1,1,"Pride Flags, first 1000 fans",1,0.0,1,9085.0,-0.6588,-4384.0,-48.25,Giveaway,75-85F,3,Giveaway,0,Giveaway
20260616,342,5434,7721.0,1,night,Tuesday,1,June,6,12,0,0,,342-6,1,12,16.0,0.514,0.435,Clear,Clear,94.0,15,0,0,0,,1,-4.0,1,6815.0,0.1248,906.0,13.29,No giveaway,85F+,4,Adjacent to a giveaway,1,3+ away
20260617,342,5434,7451.0,1,night,Wednesday,2,June,6,12,0,0,,342-6,2,12,1.0,0.507,0.443,Clear,Clear,100.0,18,0,0,0,,1,-3.0,1,6556.0,0.128,895.0,13.66,No giveaway,85F+,4,Adjacent to a giveaway,1,3+ away
20260618,342,5434,4099.0,1,day,Thursday,3,June,6,12,0,0,,342-6,3,12,1.0,0.514,0.437,Clear,Sunny,92.0,5,0,0,0,,1,-2.0,1,9251.0,-0.814,-5152.0,-55.69,No giveaway,85F+,4,Adjacent to a giveaway,1,-2 games
20260619,342,5434,5268.0,1,night,Friday,4,June,6,13,1,0,,342-6,4,12,1.0,0.521,0.431,Cloudy,Partly Cloudy,97.0,6,0,0,0,,1,-1.0,1,10599.0,-0.6991,-5331.0,-50.3,No giveaway,85F+,4,Adjacent to a giveaway,1,-1 games
20260620,342,5434,9227.0,1,night,Saturday,5,June,6,13,1,0,,342-6,5,12,1.0,0.527,0.425,Cloudy,Partly Cloudy,99.0,4,0,1,1,"Adult Mariachis Futbol Jersey, first 3000 fans 16 and older",1,0.0,1,9660.0,-0.0458,-433.0,-4.48,Giveaway,85F+,4,Giveaway,0,Giveaway
20260621,342,5434,7154.0,1,night,Sunday,6,June,6,13,1,1,Father's Day,342-6,6,12,1.0,0.52,0.432,Clear,Clear,98.0,6,0,0,0,,1,1.0,1,7855.0,-0.0934,-701.0,-8.92,No giveaway,85F+,4,Adjacent to a giveaway,1,+1 games
20260623,342,561,7332.0,1,night,Tuesday,1,June,6,13,0,0,,342-6,7,12,2.0,0.526,0.52,Cloudy,Partly Cloudy,99.0,7,0,0,0,,1,2.0,1,7114.0,0.0302,218.0,3.06,No giveaway,85F+,4,Adjacent to a giveaway,1,+2 games
20260624,342,561,7136.0,1,night,Wednesday,2,June,6,13,0,0,,342-6,8,12,1.0,0.519,0.526,Cloudy,Partly Cloudy,91.0,15,0,0,0,,1,-2.0,1,7092.0,0.0062,44.0,0.62,No giveaway,85F+,4,Adjacent to a giveaway,1,-2 games
20260625,342,561,3479.0,1,day,Thursday,3,June,6,13,0,0,,342-6,9,12,1.0,0.526,0.519,Cloudy,Partly Cloudy,89.0,7,0,0,0,,1,-1.0,1,8967.0,-0.9468,-5488.0,-61.2,No giveaway,85F+,4,Adjacent to a giveaway,1,-1 games
20260626,342,561,7498.0,1,night,Friday,4,June,6,14,1,0,,342-6,10,12,1.0,0.519,0.526,Cloudy,Overcast,77.0,4,0,1,1,"Orbit Hats, first 2000 fans",1,0.0,1,12012.0,-0.4713,-4514.0,-37.58,Giveaway,75-85F,3,Giveaway,0,Giveaway
20260627,342,561,8158.0,1,night,Saturday,5,June,6,14,1,0,,342-6,11,12,1.0,0.512,0.532,Cloudy,Partly Cloudy,96.0,18,0,0,0,,1,1.0,1,9482.0,-0.1504,-1324.0,-13.97,No giveaway,85F+,4,Adjacent to a giveaway,1,+1 games
20260628,342,561,6292.0,1,day,Sunday,6,June,6,14,1,0,,342-6,12,12,1.0,0.519,0.525,Clear,Sunny,93.0,14,0,1,1,"Snoopy Bobbleheads, first 2000 fans",1,0.0,1,8305.0,-0.2776,-2013.0,-24.24,Giveaway,85F+,4,Giveaway,0,Giveaway
20260717,342,105,5719.0,1,night,Friday,4,July,7,17,1,0,,342-7,1,8,19.0,0.489,0.549,Cloudy,Cloudy,82.0,10,0,1,1,"Color-Your-Own Hats, first 2000 fans",1,0.0,1,9976.0,-0.5564,-4257.0,-42.67,Giveaway,75-85F,3,Giveaway,0,Giveaway
20260718,342,105,7434.0,1,night,Saturday,5,July,7,17,1,0,,342-7,2,8,1.0,0.495,0.543,Cloudy,Overcast,80.0,6,0,0,0,,1,1.0,1,11816.0,-0.4634,-4382.0,-37.08,No giveaway,75-85F,3,Adjacent to a giveaway,1,+1 games
20260719,342,105,7137.0,1,night,Sunday,6,July,7,17,1,0,,342-7,3,8,1.0,0.49,0.548,Clear,Clear,94.0,6,0,1,1,"Looney Tunes Jerseys, first 2000 fans",1,0.0,1,7607.0,-0.0638,-470.0,-6.18,Giveaway,85F+,4,Giveaway,0,Giveaway
20260721,342,102,9988.0,1,night,Tuesday,1,July,7,17,0,0,,342-7,4,8,2.0,0.495,0.433,Cloudy,Cloudy,80.0,12,0,0,0,,1,1.0,1,9288.0,0.0726,700.0,7.53,No giveaway,75-85F,3,Adjacent to a giveaway,1,+1 games
20260722,342,102,8133.0,1,night,Wednesday,2,July,7,17,0,0,,342-7,5,8,1.0,0.5,0.429,Cloudy,Partly Cloudy,93.0,13,0,0,0,,1,2.0,1,7220.0,0.1191,913.0,12.64,No giveaway,85F+,4,Adjacent to a giveaway,1,+2 games
20260723,342,102,4041.0,1,day,Thursday,3,July,7,17,0,0,,342-7,6,8,1.0,0.495,0.434,Cloudy,Partly Cloudy,86.0,3,0,0,0,,1,-2.0,1,9651.0,-0.8705,-5610.0,-58.13,No giveaway,85F+,4,Adjacent to a giveaway,1,-2 games
20260725,342,102,6836.0,2,night,Saturday,5,July,7,18,1,0,,342-7,7,8,2.0,0.485,0.446,Cloudy,Partly Cloudy,90.0,6,0,0,0,,1,-1.0,1,10689.0,-0.447,-3853.0,-36.05,No giveaway,85F+,4,Adjacent to a giveaway,1,-1 games
20260726,342,102,7937.0,1,day,Sunday,6,July,7,18,1,0,,342-7,8,8,1.0,0.48,0.451,Clear,Sunny,95.0,6,0,1,1,"Lunch Bags, first 2000 fans",1,0.0,1,8447.0,-0.0622,-510.0,-6.03,Giveaway,85F+,4,Giveaway,0,Giveaway
20260804,342,5434,7759.0,1,night,Tuesday,1,August,8,19,0,0,,342-8,1,6,9.0,0.505,0.537,Cloudy,Partly Cloudy,99.0,1,0,0,0,,1,-1.0,1,6386.0,0.1948,1373.0,21.5,No giveaway,85F+,4,Adjacent to a giveaway,1,-1 games
20260805,342,5434,8017.0,1,night,Wednesday,2,August,8,19,0,0,,342-8,2,6,1.0,0.509,0.532,Cloudy,Partly Cloudy,98.0,9,0,1,1,Magazines,1,0.0,1,6418.0,0.2224,1599.0,24.91,Giveaway,85F+,4,Giveaway,0,Giveaway
20260806,342,5434,3136.0,1,day,Thursday,3,August,8,19,0,0,,342-8,3,6,1.0,0.514,0.527,Clear,Sunny,92.0,4,0,0,0,,1,1.0,1,8716.0,-1.0222,-5580.0,-64.02,No giveaway,85F+,4,Adjacent to a giveaway,1,+1 games
20260807,342,5434,5877.0,1,night,Friday,4,August,8,20,1,0,,342-8,4,6,1.0,0.509,0.532,Cloudy,Partly Cloudy,88.0,19,0,0,0,,1,2.0,1,11317.0,-0.6552,-5440.0,-48.07,No giveaway,85F+,4,Adjacent to a giveaway,1,+2 games
20260808,342,5434,9676.0,1,night,Saturday,5,August,8,20,1,0,,342-8,5,6,1.0,0.513,0.527,Cloudy,Partly Cloudy,98.0,3,0,0,0,,1,3.0,1,9258.0,0.0441,418.0,4.51,No giveaway,85F+,4,Adjacent to a giveaway,1,3+ away
20260809,342,5434,3918.0,1,day,Sunday,6,August,8,20,1,0,,342-8,6,6,1.0,0.518,0.522,Cloudy,Partly Cloudy,97.0,5,0,0,0,,1,4.0,1,7875.0,-0.6981,-3957.0,-50.25,No giveaway,85F+,4,Adjacent to a giveaway,1,3+ away
20260818,342,400,7935.0,1,night,Tuesday,1,August,8,21,0,0,,342-9,1,6,9.0,0.504,0.563,Cloudy,Partly Cloudy,96.0,3,0,0,0,,1,-4.0,1,6685.0,0.1715,1250.0,18.7,No giveaway,85F+,4,Adjacent to a giveaway,1,3+ away
20260819,342,400,7170.0,1,night,Wednesday,2,August,8,21,0,0,,342-9,2,6,1.0,0.5,0.567,Cloudy,Cloudy,92.0,5,0,0,0,,1,-3.0,1,6998.0,0.0242,172.0,2.45,No giveaway,85F+,4,Adjacent to a giveaway,1,3+ away
20260820,342,400,3092.0,1,day,Thursday,3,August,8,21,0,0,,342-9,3,6,1.0,0.496,0.57,Clear,Sunny,89.0,3,0,0,0,,1,-2.0,1,8951.0,-1.0629,-5859.0,-65.46,No giveaway,85F+,4,Adjacent to a giveaway,1,-2 games
20260821,342,400,6844.0,1,night,Friday,4,August,8,22,1,0,,342-9,4,6,1.0,0.492,0.574,Cloudy,Partly Cloudy,94.0,8,0,0,0,,1,-1.0,1,10361.0,-0.4147,-3517.0,-33.94,No giveaway,85F+,4,Adjacent to a giveaway,1,-1 games
20260822,342,400,8865.0,1,night,Saturday,5,August,8,22,1,0,,342-9,5,6,1.0,0.496,0.569,Cloudy,Partly Cloudy,90.0,6,0,1,1,"Lowrider Bobblehead, first 3000 fans",1,0.0,1,10346.0,-0.1545,-1481.0,-14.32,Giveaway,85F+,4,Giveaway,0,Giveaway
20260823,342,400,4871.0,1,day,Sunday,6,August,8,22,1,0,,342-9,6,6,1.0,0.492,0.573,Cloudy,Partly Cloudy,93.0,8,0,0,0,,1,1.0,1,8295.0,-0.5323,-3424.0,-41.28,No giveaway,85F+,4,Adjacent to a giveaway,1,+1 games
20260327,422,531,7847.0,1,day,Friday,4,March,3,1,1,0,,422-1,1,2,,0.0,1.0,Clear,Sunny,31.0,11,0,1,1,Magnetic Schedule presented by Sahlen's,1,0.0,1,2800.0,1.0305,5047.0,180.23,Giveaway,Under 55F,0,Giveaway,0,Giveaway
20260329,422,531,3191.0,2,day,Sunday,6,March,3,1,1,0,,422-1,2,2,2.0,0.333,0.667,Cloudy,Partly Cloudy,43.0,14,0,0,0,,1,1.0,1,2902.0,0.0951,289.0,9.97,No giveaway,Under 55F,0,Adjacent to a giveaway,1,+1 games
20260408,422,552,3353.0,2,day,Wednesday,2,April,4,2,0,0,,422-2,1,5,10.0,0.455,0.455,Clear,Sunny,45.0,6,0,0,0,,0,,1,2502.0,0.2929,851.0,34.03,No giveaway,Under 55F,0,Clean control,2,No giveaway in homestand
20260409,422,552,3926.0,1,day,Thursday,3,April,4,2,0,0,,422-2,2,5,1.0,0.417,0.5,Clear,Sunny,66.0,20,0,0,0,,0,,1,4279.0,-0.0861,-353.0,-8.25,No giveaway,65-75F,2,Clean control,2,No giveaway in homestand
20260410,422,552,3195.0,1,day,Friday,4,April,4,3,1,0,,422-2,3,5,1.0,0.462,0.462,Cloudy,Overcast,61.0,10,0,0,0,,0,,1,5765.0,-0.5902,-2570.0,-44.58,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260411,422,552,3750.0,1,day,Saturday,5,April,4,3,1,0,,422-2,4,5,1.0,0.5,0.429,Clear,Sunny,48.0,6,0,0,0,,0,,1,4471.0,-0.1759,-721.0,-16.13,No giveaway,Under 55F,0,Clean control,2,No giveaway in homestand
20260412,422,552,3615.0,1,day,Sunday,6,April,4,3,1,0,,422-2,5,5,1.0,0.467,0.467,Cloudy,Overcast,58.0,6,0,0,0,,0,,1,3877.0,-0.0699,-262.0,-6.75,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260421,422,445,3212.0,1,night,Tuesday,1,April,4,4,0,0,,422-3,1,5,9.0,0.455,0.545,Cloudy,Cloudy,57.0,8,0,0,0,,0,,1,3132.0,0.0252,80.0,2.55,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260422,422,445,3321.0,1,night,Wednesday,2,April,4,4,0,0,,422-3,2,5,1.0,0.478,0.522,Clear,Clear,58.0,8,0,0,0,,0,,1,3140.0,0.056,181.0,5.76,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260423,422,445,3237.0,1,night,Thursday,3,April,4,4,0,0,,422-3,3,5,1.0,0.5,0.5,Clear,Clear,65.0,5,0,0,0,,0,,1,3689.0,-0.1308,-452.0,-12.26,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260424,422,445,4788.0,1,night,Friday,4,April,4,5,1,0,,422-3,4,5,1.0,0.48,0.52,Cloudy,Overcast,55.0,11,0,0,0,,0,,1,4595.0,0.0411,193.0,4.2,No giveaway,Under 55F,0,Clean control,2,No giveaway in homestand
20260426,422,445,3714.0,2,day,Sunday,6,April,4,5,1,0,,422-3,5,5,2.0,0.481,0.519,Cloudy,Partly Cloudy,54.0,7,0,0,0,,0,,1,3534.0,0.0498,180.0,5.1,No giveaway,Under 55F,0,Clean control,2,No giveaway in homestand
20260512,422,533,3710.0,1,night,Tuesday,1,May,5,7,0,0,,422-4,1,6,16.0,0.5,0.553,Cloudy,Cloudy,56.0,6,0,0,0,,0,,1,3735.0,-0.0066,-25.0,-0.66,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260513,422,533,3193.0,1,night,Wednesday,2,May,5,7,0,0,,422-4,2,6,1.0,0.488,0.564,Cloudy,Overcast,52.0,15,0,0,0,,0,,1,3745.0,-0.1593,-552.0,-14.73,No giveaway,Under 55F,0,Clean control,2,No giveaway in homestand
20260514,422,533,3207.0,1,night,Thursday,3,May,5,7,0,0,,422-4,3,6,1.0,0.5,0.55,Cloudy,Overcast,47.0,7,0,0,0,,0,,1,3717.0,-0.1477,-510.0,-13.73,No giveaway,Under 55F,0,Clean control,2,No giveaway in homestand
20260515,422,533,6589.0,1,night,Friday,4,May,5,8,1,0,,422-4,4,6,1.0,0.512,0.537,Cloudy,Cloudy,57.0,10,0,0,0,,0,,1,6205.0,0.0601,384.0,6.19,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260516,422,533,4147.0,1,day,Saturday,5,May,5,8,1,0,,422-4,5,6,1.0,0.523,0.524,Cloudy,Partly Cloudy,73.0,12,0,0,0,,0,,1,7464.0,-0.5877,-3317.0,-44.44,No giveaway,65-75F,2,Clean control,2,No giveaway in homestand
20260517,422,533,4776.0,1,day,Sunday,6,May,5,8,1,0,,422-4,6,6,1.0,0.511,0.535,Cloudy,Partly Cloudy,65.0,14,0,0,0,,0,,1,5323.0,-0.1084,-547.0,-10.27,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260526,422,1410,4417.0,1,night,Tuesday,1,May,5,9,0,0,,422-5,1,6,9.0,0.5,0.442,Cloudy,Partly Cloudy,68.0,9,0,0,0,,1,-5.0,1,4718.0,-0.066,-301.0,-6.39,No giveaway,65-75F,2,Adjacent to a giveaway,1,3+ away
20260527,422,1410,3837.0,1,day,Wednesday,2,May,5,9,0,0,,422-5,2,6,1.0,0.491,0.453,Clear,Sunny,70.0,9,0,0,0,,1,-4.0,1,5287.0,-0.3206,-1450.0,-27.43,No giveaway,65-75F,2,Adjacent to a giveaway,1,3+ away
20260528,422,1410,13590.0,1,day,Thursday,3,May,5,9,0,0,,422-5,3,6,1.0,0.481,0.463,Cloudy,Partly Cloudy,60.0,8,0,0,0,,1,-3.0,1,5351.0,0.9321,8239.0,153.99,No giveaway,55-65F,1,Adjacent to a giveaway,1,3+ away
20260529,422,1410,8115.0,1,night,Friday,4,May,5,10,1,0,,422-5,4,6,1.0,0.473,0.473,Clear,Clear,63.0,18,0,0,0,,1,-2.0,1,6813.0,0.1748,1302.0,19.1,No giveaway,55-65F,1,Adjacent to a giveaway,1,-2 games
20260530,422,1410,4582.0,1,day,Saturday,5,May,5,10,1,0,,422-5,5,6,1.0,0.482,0.464,Cloudy,Partly Cloudy,62.0,8,0,0,0,,1,-1.0,1,7212.0,-0.4537,-2630.0,-36.47,No giveaway,55-65F,1,Adjacent to a giveaway,1,-1 games
20260531,422,1410,9259.0,1,day,Sunday,6,May,5,10,1,0,,422-5,6,6,1.0,0.474,0.474,Clear,Sunny,64.0,13,0,1,1,Stadium Sling Bag presented by Rich Entertainment Group,1,0.0,1,5416.0,0.5362,3843.0,70.95,Giveaway,55-65F,1,Giveaway,0,Giveaway
20260609,422,552,4064.0,1,night,Tuesday,1,June,6,11,0,0,,422-6,1,12,9.0,0.453,0.516,Cloudy,Overcast,80.0,3,0,0,0,,1,-11.0,1,5002.0,-0.2076,-938.0,-18.75,No giveaway,75-85F,3,Adjacent to a giveaway,1,3+ away
20260610,422,552,4197.0,1,night,Wednesday,2,June,6,11,0,0,,422-6,2,12,1.0,0.446,0.523,Cloudy,Partly Cloudy,74.0,8,0,0,0,,1,-10.0,1,4982.0,-0.1715,-785.0,-15.76,No giveaway,65-75F,2,Adjacent to a giveaway,1,3+ away
20260611,422,552,5683.0,1,night,Thursday,3,June,6,11,0,0,,422-6,3,12,1.0,0.455,0.515,Cloudy,Overcast,72.0,9,0,0,0,,1,-9.0,1,5431.0,0.0454,252.0,4.65,No giveaway,65-75F,2,Adjacent to a giveaway,1,3+ away
20260612,422,552,8925.0,1,night,Friday,4,June,6,12,1,0,,422-6,4,12,1.0,0.463,0.507,Cloudy,Partly Cloudy,70.0,21,0,0,0,,1,-8.0,1,7562.0,0.1658,1363.0,18.03,No giveaway,65-75F,2,Adjacent to a giveaway,1,3+ away
20260613,422,552,13495.0,1,night,Saturday,5,June,6,12,1,0,,422-6,5,12,1.0,0.471,0.5,Clear,Clear,76.0,12,0,0,0,,1,-7.0,1,7199.0,0.6283,6296.0,87.45,No giveaway,75-85F,3,Adjacent to a giveaway,1,3+ away
20260614,422,552,5149.0,1,day,Sunday,6,June,6,12,1,0,,422-6,6,12,1.0,0.478,0.493,Cloudy,Cloudy,72.0,9,0,0,0,,1,-6.0,1,6008.0,-0.1543,-859.0,-14.3,No giveaway,65-75F,2,Adjacent to a giveaway,1,3+ away
20260616,422,494,6183.0,1,night,Tuesday,1,June,6,12,0,0,,422-6,7,12,2.0,0.486,0.543,Cloudy,Partly Cloudy,72.0,9,0,0,0,,1,-5.0,1,5371.0,0.1408,812.0,15.12,No giveaway,65-75F,2,Adjacent to a giveaway,1,3+ away
20260617,422,494,4743.0,1,day,Wednesday,2,June,6,12,0,0,,422-6,8,12,1.0,0.479,0.549,Cloudy,Partly Cloudy,68.0,13,0,0,0,,1,-4.0,1,5248.0,-0.1012,-505.0,-9.62,No giveaway,65-75F,2,Adjacent to a giveaway,1,3+ away
20260618,422,494,4894.0,1,night,Thursday,3,June,6,12,0,0,,422-6,9,12,1.0,0.472,0.556,Cloudy,Partly Cloudy,67.0,24,0,0,0,,1,-3.0,1,5036.0,-0.0287,-142.0,-2.83,No giveaway,65-75F,2,Adjacent to a giveaway,1,3+ away
20260619,422,494,9890.0,1,night,Friday,4,June,6,13,1,0,,422-6,10,12,1.0,0.466,0.562,Cloudy,Partly Cloudy,68.0,15,0,0,0,,1,-2.0,1,7073.0,0.3352,2817.0,39.82,No giveaway,65-75F,2,Adjacent to a giveaway,1,-2 games
